x,y
0.290621,0.291020
0.645311,-0.354490
0.822655,-0.677245
-0.088672,-0.838623
0.455664,-0.919311
0.227832,0.040344
0.113916,0.520172
0.556958,-0.239914
0.278479,0.380043
-0.360761,-0.309978
0.319620,-0.654989
0.659810,-0.827495
-0.170095,-0.913747
0.414952,-0.956874
0.207476,0.021563
-0.396262,-0.489218
-0.698131,-0.744609
0.150935,-0.872305
0.575467,-0.936152
0.787734,-0.968076
-0.106133,-0.984038
0.446933,-0.992019
-0.276533,-0.996010
-0.138267,0.001995
-0.569133,-0.499002
-0.284567,0.250499
-0.142283,0.625249
0.428858,-0.187375
0.214429,0.406312
0.607215,-0.296844
0.303607,0.351578
0.151804,0.675789
0.075902,0.837895
-0.462049,-0.081053
-0.231025,0.459474
-0.615512,-0.270263
0.192244,-0.635132
-0.403878,-0.817566
-0.201939,0.091217
-0.100970,0.545609
-0.050485,0.772804
-0.525242,-0.113598
-0.762621,-0.556799
-0.881311,-0.778399
-0.440655,0.110800
0.279672,-0.444600
-0.360164,-0.722300
0.319918,-0.861150
0.659959,-0.930575
-0.170020,-0.965287
-0.085010,0.017356
-0.042505,0.508678
-0.021253,0.754339
-0.510626,-0.122830
-0.755313,-0.561415
-0.877657,-0.780708
0.061172,-0.890354
0.030586,0.054823
-0.484707,-0.472588
0.257646,-0.736294
0.628823,-0.868147
0.314412,0.065926
-0.342794,-0.467037
-0.171397,0.266482
-0.085699,0.633241
-0.542849,-0.183380
-0.271425,0.408310
-0.135712,0.704155
-0.567856,-0.147922
-0.283928,0.426039
0.358036,-0.286981
0.679018,-0.643490
0.339509,0.178255
-0.330246,-0.410873
-0.665123,-0.705436
-0.832561,-0.852718
-0.916281,-0.926359
-0.458140,0.036820
0.270930,-0.481590
0.135465,0.259205
-0.432268,-0.370397
0.283866,-0.685199
-0.358067,-0.842599
0.320967,-0.921300
0.160483,0.039350
0.580242,-0.480325
0.790121,-0.740162
0.895060,-0.870081
0.947530,-0.935041
-0.026235,-0.967520
-0.513117,-0.983760
0.243441,-0.991880
-0.378279,-0.995940
-0.689140,-0.997970
-0.844570,-0.998985
0.077715,-0.999493
0.038858,0.000254
0.019429,0.500127
-0.490286,-0.249937
-0.745143,-0.624968
-0.372571,0.187516
-0.186286,0.593758
0.406857,-0.203121
0.703429,-0.601561
0.851714,-0.800780
0.425857,0.099610
0.212929,0.549805
0.106464,0.774902
0.053232,0.887451
-0.473384,-0.056274
-0.236692,0.471863
0.381654,-0.264069
0.690827,-0.632034
-0.154586,-0.816017
0.422707,-0.908009
0.211353,0.045996
0.605677,-0.477002
0.302838,0.261499
0.651419,-0.369251
0.325710,0.315375
-0.337145,-0.342313
0.331427,-0.671156
-0.334286,-0.835578
-0.667143,-0.917789
0.166428,-0.958895
-0.416786,-0.979447
0.291607,-0.989724
0.145804,0.005138
0.072902,0.502569
-0.463549,-0.248715
0.268225,-0.624358
-0.365887,-0.812179
-0.182944,0.093911
0.408528,-0.453045
0.204264,0.273478
0.102132,0.636739
-0.448934,-0.181631
-0.224467,0.409185
-0.112233,0.704592
-0.556117,-0.147704
-0.278058,0.426148
0.360971,-0.286926
0.180485,0.356537
0.590243,-0.321731
0.795121,-0.660866
-0.102439,-0.830433
0.448780,-0.915216
0.224390,0.042392
0.112195,0.521196
0.556098,-0.239402
0.778049,-0.619701
-0.110976,-0.809851
-0.555488,-0.904925
0.222256,-0.952463
0.111128,0.023769
0.555564,-0.488116
-0.222218,-0.744058
-0.611109,-0.872029
0.194446,-0.936014
0.097223,0.031993
0.048611,0.515996
0.524306,-0.242002
0.262153,0.378999
0.631076,-0.310500
-0.184462,-0.655250
-0.592231,-0.827625
-0.296115,0.086187
0.351942,-0.456906
0.175971,0.271547
-0.412014,-0.364227
-0.206007,0.317887
-0.103004,0.658943
-0.551502,-0.170528
-0.775751,-0.585264
0.112125,-0.792632
0.056062,0.103684
0.528031,-0.448158
-0.235984,-0.724079
0.382008,-0.862040
0.191004,0.068980
0.095502,0.534490
0.547751,-0.232755
0.273875,0.383623
0.136938,0.691811
0.068469,0.845906
0.534234,-0.077047
0.767117,-0.538524
-0.116441,-0.769262
-0.058221,0.115369
-0.529110,-0.442315
0.235445,-0.721158
0.117722,0.139421
0.558861,-0.430289
0.279431,0.284855
-0.360285,-0.357572
-0.180142,0.321214
0.409929,-0.339393
0.204964,0.330303
-0.397518,-0.334848
0.301241,-0.667424
0.650621,-0.833712
0.825310,-0.916856
-0.087345,-0.958428
-0.043672,0.020786
-0.521836,-0.489607
0.239082,-0.744804
-0.380459,-0.872402
0.309770,-0.936201
0.154885,0.031900
0.577443,-0.484050
-0.211279,-0.742025
-0.105639,0.128987
-0.552820,-0.435506
-0.776410,-0.717753
0.111795,-0.858877
0.055898,0.070562
0.527949,-0.464719
0.763974,-0.732360
0.881987,-0.866180
0.940994,-0.933090
0.470497,0.033455
0.235248,0.516728
-0.382376,-0.241636
-0.191188,0.379182
0.404406,-0.310409
-0.297797,-0.655205
0.351102,-0.827602
0.675551,-0.913801
-0.162225,-0.956901
0.418888,-0.978450
0.709444,-0.989225
0.854722,-0.994613
0.427361,0.002694
0.713680,-0.498653
0.356840,0.250673
0.678420,-0.374663
0.839210,-0.687332
-0.080395,-0.843666
-0.040197,0.078167
-0.520099,-0.460916
-0.260049,0.269542
-0.130025,0.634771
0.434988,-0.182615
0.217494,0.408693
-0.391253,-0.295654
-0.695627,-0.647827
0.152187,-0.823913
0.076093,0.088043
-0.461953,-0.455978
-0.230977,0.272011
-0.615488,-0.363995
-0.307744,0.318003
-0.653872,-0.340999
0.173064,-0.670499
0.086532,0.164750
-0.456734,-0.417625
-0.728367,-0.708812
-0.864184,-0.854406
-0.432092,0.072797
0.283954,-0.463602
-0.358023,-0.731801
-0.179011,0.134100
-0.589506,-0.432950
0.205247,-0.716475
0.602624,-0.858238
0.801312,-0.929119
0.400656,0.035441
-0.299672,-0.482280
-0.649836,-0.741140
-0.824918,-0.870570
-0.412459,0.064715
0.293770,-0.467642
0.646885,-0.733821
0.323443,0.133089
0.161721,0.566545
0.080861,0.783272
-0.459570,-0.108364
-0.729785,-0.554182
-0.864892,-0.777091
-0.432446,0.111455
-0.716223,-0.444273
-0.858112,-0.722136
0.070944,-0.861068
0.535472,-0.930534
0.767736,-0.965267
0.883868,-0.982634
0.441934,0.008683
0.220967,0.504342
0.110484,0.752171
0.055242,0.876085
-0.472379,-0.061957
-0.736190,-0.530979
-0.368095,0.234511
-0.684047,-0.382745
-0.342024,0.308628
-0.671012,-0.345686
0.164494,-0.672843
0.082247,0.163578
-0.458876,-0.418211
-0.729438,-0.709105
-0.864719,-0.854553
-0.432360,0.072724
0.283820,-0.463638
0.141910,0.268181
0.570955,-0.365910
-0.214522,-0.682955
0.392739,-0.841477
0.196369,0.079261
0.598185,-0.460369
-0.200908,-0.730185
0.399546,-0.865092
0.199773,0.067454
-0.400113,-0.466273
-0.700057,-0.733137
0.149972,-0.866568
-0.425014,-0.933284
-0.712507,-0.966642
0.143746,-0.983321
-0.428127,-0.991661
-0.214063,0.004170
-0.607032,-0.497915
-0.803516,-0.748958
-0.901758,-0.874479
-0.950879,-0.937239
0.024561,-0.968620
0.512280,-0.984310
-0.243860,-0.992155
0.378070,-0.996077
-0.310965,-0.998039
-0.155482,0.000981
-0.077741,0.500490
-0.538871,-0.249755
-0.269435,0.375123
0.365282,-0.312439
0.182641,0.343781
0.091321,0.671890
0.545660,-0.164055
0.272830,0.417973
0.136415,0.708986
-0.431792,-0.145507
-0.215896,0.427247
-0.107948,0.713623
-0.553974,-0.143188
-0.776987,-0.571594
-0.888494,-0.785797
-0.444247,0.107101
0.277877,-0.446449
-0.361062,-0.723225
-0.180531,0.138388
-0.090265,0.569194
0.454867,-0.215403
0.727434,-0.607702
0.363717,0.196149
-0.318142,-0.401925
-0.659071,-0.700963
-0.829535,-0.850481
-0.914768,-0.925241
-0.457384,0.037380
-0.728692,-0.481310
-0.864346,-0.740655
-0.432173,0.129672
0.283914,-0.435164
0.141957,0.282418
0.570978,-0.358791
0.785489,-0.679395
0.892745,-0.839698
0.446372,0.080151
0.223186,0.540076
-0.388407,-0.229962
0.305797,-0.614981
0.152898,0.192509
-0.423551,-0.403745
-0.211775,0.298127
-0.605888,-0.350936
-0.802944,-0.675468
0.098528,-0.837734
-0.450736,-0.918867
-0.725368,-0.959434
-0.362684,0.020283
-0.681342,-0.489858
-0.840671,-0.744929
-0.420335,0.127535
0.289832,-0.436232
0.644916,-0.718116
0.322458,0.140942
-0.338771,-0.429529
0.330615,-0.714765
0.165307,0.142618
0.082654,0.571309
-0.458673,-0.214346
0.270663,-0.607173
-0.364668,-0.803586
0.317666,-0.901793
0.658833,-0.950897
0.829416,-0.975448
-0.085292,-0.987724
-0.042646,0.006138
-0.521323,-0.496931
0.239339,-0.748466
0.119669,0.125767
0.059835,0.562884
0.529917,-0.218558
0.764959,-0.609279
0.382479,0.195360
0.191240,0.597680
0.095620,0.798840
0.547810,-0.100580
0.273905,0.449710
-0.363048,-0.275145
-0.181524,0.362428
-0.090762,0.681214
-0.545381,-0.159393
-0.272690,0.420303
-0.136345,0.710152
-0.068173,0.855076
-0.534086,-0.072462
0.232957,-0.536231
-0.383522,-0.768116
-0.191761,0.115942
-0.595880,-0.442029
-0.297940,0.278986
-0.648970,-0.360507
-0.824485,-0.680254
-0.412243,0.159873
0.293879,-0.420063
0.146939,0.289968
-0.426530,-0.355016
0.286735,-0.677508
0.643367,-0.838754
-0.178316,-0.919377
-0.089158,0.040312
0.455421,-0.479844
-0.272290,-0.739922
-0.636145,-0.869961
-0.818072,-0.934981
0.090964,-0.967490
-0.454518,-0.983745
-0.727259,-0.991873
-0.863630,-0.995936
-0.931815,-0.997968
-0.965907,-0.998984
0.017046,-0.999492
0.508523,-0.999746
0.254262,0.000127
0.127131,0.500063
0.563565,-0.249968
0.281783,0.375016
0.640891,-0.312492
0.820446,-0.656246
0.410223,0.171877
0.705111,-0.414062
-0.147444,-0.707031
0.426278,-0.853515
0.713139,-0.926758
-0.143431,-0.963379
-0.571715,-0.981689
-0.785858,-0.990845
-0.392929,0.004578
-0.696464,-0.497711
-0.348232,0.251144
-0.674116,-0.374428
0.162942,-0.687214
0.581471,-0.843607
0.290735,0.078197
0.645368,-0.460902
-0.177316,-0.730451
0.411342,-0.865225
0.705671,-0.932613
0.852835,-0.966306
0.426418,0.016847
0.213209,0.508423
-0.393396,-0.245788
-0.696698,-0.622894
-0.348349,0.188553
0.325826,-0.405724
0.162913,0.297138
0.081456,0.648569
0.540728,-0.175715
-0.229636,-0.587858
0.385182,-0.793929
-0.307409,-0.896964
0.346296,-0.948482
-0.326852,-0.974241
-0.163426,0.012879
-0.081713,0.506440
-0.040857,0.753220
0.479572,-0.123390
0.739786,-0.561695
-0.130107,-0.780848
0.434946,-0.890424
0.717473,-0.945212
0.858737,-0.972606
0.429368,0.013697
-0.285316,-0.493151
-0.142658,0.253424
-0.571329,-0.373288
0.214336,-0.686644
-0.392832,-0.843322
0.303584,-0.921661
0.151792,0.039170
0.575896,-0.480415
0.287948,0.259792
0.143974,0.629896
0.071987,0.814948
-0.464007,-0.092526
0.267997,-0.546263
0.633998,-0.773131
-0.183001,-0.886566
-0.591500,-0.943283
-0.295750,0.028359
-0.147875,0.514179
-0.573938,-0.242910
-0.286969,0.378545
0.356516,-0.310728
0.178258,0.344636
-0.410871,-0.327682
-0.705436,-0.663841
-0.352718,0.168080
-0.176359,0.584040
-0.588179,-0.207980
-0.794090,-0.603990
0.102955,-0.801995
0.051478,0.099002
0.525739,-0.450499
0.262869,0.274751
0.131435,0.637375
0.565717,-0.181312
-0.217141,-0.590656
-0.608571,-0.795328
-0.304285,0.102336
-0.652143,-0.448832
0.173929,-0.724416
0.086964,0.137792
0.043482,0.568896
0.021741,0.784448
0.010871,0.892224
0.005435,0.946112
0.502718,-0.026944
0.251359,0.486528
0.125679,0.743264
0.062840,0.871632
0.531420,-0.064184
0.765710,-0.532092
-0.117145,-0.766046
-0.558573,-0.883023
-0.279286,0.058488
-0.139643,0.529244
-0.069822,0.764622
0.465089,-0.117689
-0.267455,-0.558844
0.366272,-0.779422
0.183136,0.110289
0.591568,-0.444856
0.295784,0.277572
-0.352108,-0.361214
-0.676054,-0.680607
-0.838027,-0.840303
-0.919013,-0.920152
-0.459507,0.039924
-0.729753,-0.480038
-0.364877,0.259981
-0.682438,-0.370009
0.158781,-0.685005
0.579390,-0.842502
0.289695,0.078749
-0.355152,-0.460626
0.322424,-0.730313
-0.338788,-0.865156
0.330606,-0.932578
0.665303,-0.966289
-0.167349,-0.983145
-0.083674,0.008428
-0.041837,0.504214
0.479081,-0.247893
0.739541,-0.623947
-0.130230,-0.811973
-0.065115,0.094013
-0.032557,0.547007
0.483721,-0.226497
0.241861,0.386752
-0.379070,-0.306624
-0.689535,-0.653312
-0.844767,-0.826656
-0.422384,0.086672
-0.711192,-0.456664
0.144404,-0.728332
0.072202,0.135834
-0.463899,-0.432083
-0.731949,-0.716042
-0.365975,0.141979
0.317013,-0.429010
-0.341494,-0.714505
0.329253,-0.857253
0.164627,0.071374
0.082313,0.535687
0.041157,0.767843
0.520578,-0.116078
-0.239711,-0.558039
0.380145,-0.779020
-0.309928,-0.889510
0.345036,-0.944755
0.672518,-0.972377
0.836259,-0.986189
-0.081870,-0.993094
-0.540935,-0.996547
-0.270468,0.001726
0.364766,-0.499137
0.682383,-0.749568
0.841192,-0.874784
0.420596,0.062608
0.710298,-0.468696
0.355149,0.265652
0.177574,0.632826
0.588787,-0.183587
0.294394,0.408206
0.647197,-0.295897
0.323598,0.352052
0.661799,-0.323974
-0.169100,-0.661987
-0.584550,-0.830994
-0.292275,0.084503
-0.146138,0.542252
-0.073069,0.771126
-0.036534,0.885563
-0.018267,0.942781
0.490866,-0.028609
-0.254567,-0.514305
-0.127283,0.242848
-0.563642,-0.378576
-0.781821,-0.689288
-0.890910,-0.844644
0.054545,-0.922322
-0.472728,-0.961161
0.263636,-0.980581
0.631818,-0.990290
0.315909,0.004855
-0.342045,-0.497573
0.328977,-0.748786
-0.335511,-0.874393
-0.667756,-0.937197
0.166122,-0.968598
0.083061,0.015701
0.041531,0.507850
0.020765,0.753925
0.510383,-0.123037
0.255191,0.438481
0.127596,0.719241
0.563798,-0.140380
-0.218101,-0.570190
-0.109051,0.214905
-0.054525,0.607453
-0.027263,0.803726
-0.013631,0.901863
-0.506816,-0.049068
-0.253408,0.475466
-0.626704,-0.262267
-0.313352,0.368866
-0.656676,-0.315567
-0.328338,0.342217
-0.164169,0.671108
-0.082084,0.835554
-0.541042,-0.082223
0.229479,-0.541111
0.614739,-0.770556
-0.192630,-0.885278
0.403685,-0.942639
0.701842,-0.971319
0.850921,-0.985660
-0.074539,-0.992830
-0.037270,0.003585
-0.018635,0.501793
-0.009317,0.750896
-0.504659,-0.124552
-0.252329,0.437724
0.373835,-0.281138
0.686918,-0.640569
0.843459,-0.820284
-0.078271,-0.910142
-0.539135,-0.955071
0.230432,-0.977536
-0.384784,-0.988768
-0.692392,-0.994384
-0.846196,-0.997192
0.076902,-0.998596
-0.461549,-0.999298
-0.230774,0.000351
-0.115387,0.500176
0.442306,-0.249912
0.721153,-0.624956
-0.139423,-0.812478
-0.069712,0.093761
-0.034856,0.546880
0.482572,-0.226560
-0.258714,-0.613280
-0.629357,-0.806640
-0.314678,0.096680
0.342661,-0.451660
0.171330,0.274170
0.085665,0.637085
0.542833,-0.181457
0.771416,-0.590729
0.885708,-0.795364
0.442854,0.102318
-0.278573,-0.448841
-0.139286,0.275579
0.430357,-0.362210
0.215178,0.318895
0.607589,-0.340553
-0.196205,-0.670276
-0.098103,0.164862
-0.549051,-0.417569
-0.774526,-0.708785
-0.887263,-0.854392
-0.943631,-0.927196
-0.971816,-0.963598
0.014092,-0.981799
0.507046,-0.990900
0.753523,-0.995450
0.876762,-0.997725
0.438381,0.001138
0.219190,0.500569
-0.390405,-0.249716
0.304798,-0.624858
0.652399,-0.812429
0.826199,-0.906214
0.413100,0.046893
-0.293450,-0.476554
0.353275,-0.738277
-0.323363,-0.869138
0.338319,-0.934569
0.169159,0.032715
0.084580,0.516358
0.542290,-0.241821
0.271145,0.379089
0.635572,-0.310455
-0.182214,-0.655228
-0.091107,0.172386
-0.045553,0.586193
-0.022777,0.793097
-0.011388,0.896548
-0.005694,0.948274
-0.502847,-0.025863
-0.251424,0.487069
-0.125712,0.743534
-0.562856,-0.128233
0.218572,-0.564116
-0.390714,-0.782058
-0.195357,0.108971
-0.597678,-0.445515
-0.298839,0.277243
0.350580,-0.361379
0.675290,-0.680689
0.837645,-0.840345
0.918823,-0.920172
-0.040589,-0.960086
0.479706,-0.980043
0.239853,0.009978
0.619926,-0.495011
0.309963,0.252495
-0.345018,-0.373753
-0.672509,-0.686876
-0.336255,0.156562
-0.168127,0.578281
0.415936,-0.210860
0.207968,0.394570
0.603984,-0.302715
0.301992,0.348643
-0.349004,-0.325679
0.325498,-0.662839
0.662749,-0.831420
0.331375,0.084290
0.165687,0.542145
-0.417156,-0.228927
-0.208578,0.385536
0.395711,-0.307232
-0.302145,-0.653616
0.348928,-0.826808
0.674464,-0.913404
0.837232,-0.956702
0.918616,-0.978351
-0.040692,-0.989175
-0.020346,0.005412
0.489827,-0.497294
-0.255087,-0.748647
0.372457,-0.874323
0.686228,-0.937162
-0.156886,-0.968581
-0.578443,-0.984290
-0.789221,-0.992145
0.105389,-0.996073
0.552695,-0.998036
0.276347,0.000982
0.638174,-0.499509
0.319087,0.250245
-0.340457,-0.374877
-0.670228,-0.687439
-0.835114,-0.843719
-0.417557,0.078140
-0.208779,0.539070
0.395611,-0.230465
-0.302195,-0.615232
-0.651097,-0.807616
0.174451,-0.903808
0.587226,-0.951904
-0.206387,-0.975952
-0.103194,0.012024
-0.551597,-0.493988
0.224202,-0.746994
0.612101,-0.873497
0.806050,-0.936749
0.403025,0.031626
0.201513,0.515813
-0.399244,-0.242094
-0.199622,0.378953
0.400189,-0.310523
0.200095,0.344738
0.600047,-0.327631
-0.199976,-0.663815
-0.599988,-0.831908
-0.299994,0.084046
-0.149997,0.542023
-0.074999,0.771012
0.462501,-0.114494
-0.268750,-0.557247
0.365625,-0.778624
0.182813,0.110688
0.591406,-0.444656
-0.204297,-0.722328
0.397852,-0.861164
-0.301074,-0.930582
-0.650537,-0.965291
-0.825269,-0.982645
-0.412634,0.008677
-0.206317,0.504339
-0.603159,-0.247831
-0.801579,-0.623915
-0.400790,0.188042
-0.700395,-0.405979
-0.850197,-0.702989
0.074901,-0.851495
-0.462549,-0.925747
-0.231275,0.037126
0.384363,-0.481437
0.692181,-0.740718
0.346091,0.129641
-0.326955,-0.435180
-0.163477,0.282410
-0.081739,0.641205
-0.040869,0.820603
0.479565,-0.089699
-0.260217,-0.544849
-0.130109,0.227575
-0.565054,-0.386212
-0.282527,0.306894
-0.141264,0.653447
0.429368,-0.173277
0.714684,-0.586638
0.857342,-0.793319
0.928671,-0.896660
0.464336,0.051670
-0.267832,-0.474165
-0.633916,-0.737082
-0.316958,0.131459
-0.658479,-0.434271
0.170760,-0.717135
0.085380,0.141432
0.542690,-0.429284
-0.228655,-0.714642
-0.114327,0.142679
0.442836,-0.428660
0.721418,-0.714330
-0.139291,-0.857165
-0.069645,0.071417
-0.034823,0.535709
0.482589,-0.232146
-0.258706,-0.616073
-0.629353,-0.808036
-0.814676,-0.904018
-0.407338,0.047991
-0.703669,-0.476005
0.148165,-0.738002
-0.425917,-0.869001
0.287041,-0.934501
-0.356479,-0.967250
-0.678240,-0.983625
-0.339120,0.008187
-0.169560,0.504094
-0.084780,0.752047
0.457610,-0.123977
0.228805,0.438012
0.614403,-0.280994
0.307201,0.359503
-0.346399,-0.320249
0.326800,-0.660124
0.663400,-0.830062
0.331700,0.084969
-0.334150,-0.457516
0.332925,-0.728758
0.166463,0.135621
0.083231,0.567811
-0.458384,-0.216095
0.270808,-0.608047
0.135404,0.195976
0.567702,-0.402012
0.283851,0.298994
-0.358075,-0.350503
-0.679037,-0.675251
-0.339519,0.162374
-0.669759,-0.418813
0.165120,-0.709406
0.582560,-0.854703
0.791280,-0.927352
0.895640,-0.963676
-0.052180,-0.981838
-0.026090,0.009081
-0.013045,0.504541
0.493478,-0.247730
0.746739,-0.623865
0.873369,-0.811932
0.436685,0.094034
-0.281658,-0.452983
0.359171,-0.726492
0.679586,-0.863246
-0.160207,-0.931623
0.419896,-0.965811
0.709948,-0.982906
0.854974,-0.991453
0.427487,0.004274
0.213744,0.502137
0.106872,0.751068
-0.446564,-0.124466
-0.223282,0.437767
-0.611641,-0.281116
0.194179,-0.640558
0.597090,-0.820279
0.798545,-0.910140
0.899272,-0.955070
0.949636,-0.977535
0.474818,0.011233
0.737409,-0.494384
-0.131295,-0.747192
-0.065648,0.126404
-0.032824,0.563202
-0.516412,-0.218399
-0.758206,-0.609199
0.120897,-0.804600
0.560449,-0.902300
0.280224,0.048850
0.640112,-0.475575
-0.179944,-0.737787
0.410028,-0.868894
0.705014,-0.934447
0.852507,-0.967223
-0.073746,-0.983612
0.463127,-0.991806
0.731563,-0.995903
-0.134218,-0.997951
-0.567109,-0.998976
-0.283555,0.000512
-0.141777,0.500256
0.429111,-0.249872
0.214556,0.375064
0.607278,-0.312468
-0.196361,-0.656234
0.401819,-0.828117
0.200910,0.085942
0.100455,0.542971
0.550227,-0.228515
-0.224886,-0.614257
-0.612443,-0.807129
-0.806222,-0.903564
-0.403111,0.048218
-0.201555,0.524109
0.399222,-0.237946
0.699611,-0.618973
0.349806,0.190514
0.674903,-0.404743
-0.162549,-0.702372
-0.581274,-0.851186
0.209363,-0.925593
0.604681,-0.962796
0.802341,-0.981398
-0.098830,-0.990699
-0.549415,-0.995350
-0.774707,-0.997675
-0.387354,0.001163
0.306323,-0.499419
0.153162,0.250291
0.576581,-0.374855
0.288290,0.312573
0.144145,0.656286
-0.427927,-0.171857
0.286036,-0.585928
-0.356982,-0.792964
-0.178491,0.103518
0.410755,-0.448241
-0.294623,-0.724121
-0.647311,-0.862060
-0.323656,0.068970
0.338172,-0.465515
0.169086,0.267242
-0.415457,-0.366379
-0.207728,0.316811
0.396136,-0.341595
0.198068,0.329203
-0.400966,-0.335399
-0.200483,0.332301
0.399758,-0.333850
0.199879,0.333075
-0.400060,-0.333462
-0.700030,-0.666731
0.149985,-0.833366
0.074992,0.083317
-0.462504,-0.458341
-0.231252,0.270829
0.384374,-0.364585
0.192187,0.317707
0.596094,-0.341146
0.298047,0.329427
0.149023,0.664713
0.574512,-0.167643
-0.212744,-0.583822
0.393628,-0.791911
-0.303186,-0.895955
-0.651593,-0.947978
-0.825797,-0.973989
0.087102,-0.986994
0.043551,0.006503
-0.478225,-0.496749
-0.239112,0.251626
-0.619556,-0.374187
-0.809778,-0.687094
0.095111,-0.843547
0.547555,-0.921773
0.273778,0.039113
0.136889,0.519557
-0.431556,-0.240222
-0.215778,0.379889
-0.607889,-0.310055
-0.303944,0.344972
-0.151972,0.672486
-0.575986,-0.163757
-0.787993,-0.581878
0.106003,-0.790939
0.553002,-0.895470
0.276501,0.052265
0.638250,-0.473867
0.819125,-0.736934
0.909563,-0.868467
0.454781,0.065767
0.727391,-0.467117
0.863695,-0.733558
-0.068152,-0.866779
-0.034076,0.066610
0.482962,-0.466695
-0.258519,-0.733347
-0.629260,-0.866674
-0.314630,0.066663
-0.157315,0.533332
-0.578657,-0.233334
-0.789329,-0.616667
-0.394664,0.191666
-0.697332,-0.404167
-0.348666,0.297917
0.325667,-0.351042
0.162833,0.324479
0.081417,0.662240
0.040708,0.831120
-0.479646,-0.084440
-0.239823,0.457780
0.380089,-0.271110
0.190044,0.364445
0.095022,0.682222
0.047511,0.841111
-0.476244,-0.079444
-0.738122,-0.539722
0.130939,-0.769861
-0.434531,-0.884931
0.282735,-0.942465
0.641367,-0.971233
0.820684,-0.985616
0.410342,0.007192
0.205171,0.503596
0.102585,0.751798
0.051293,0.875899
-0.474354,-0.062051
-0.237177,0.468975
-0.618588,-0.265513
0.190706,-0.632756
0.095353,0.183622
0.047676,0.591811
-0.476162,-0.204095
-0.738081,-0.602047
-0.369040,0.198976
-0.184520,0.599488
0.407740,-0.200256
0.203870,0.399872
0.601935,-0.300064
0.800967,-0.650032
-0.099516,-0.825016
-0.049758,0.087492
-0.024879,0.543746
-0.012440,0.771873
-0.006220,0.885937
-0.003110,0.942968
-0.501555,-0.028516
-0.250777,0.485742
-0.625389,-0.257129
-0.312694,0.371436
0.343653,-0.314282
-0.328174,-0.657141
0.335913,-0.828571
0.667957,-0.914285
0.833978,-0.957143
-0.083011,-0.978571
0.458495,-0.989286
-0.270753,-0.994643
0.364624,-0.997321
-0.317688,-0.998661
0.341156,-0.999330
0.170578,0.000335
0.585289,-0.499833
0.792644,-0.749916
0.896322,-0.874958
-0.051839,-0.937479
0.474081,-0.968740
-0.262960,-0.984370
0.368520,-0.992185
-0.315740,-0.996092
-0.157870,0.001954
0.421065,-0.499023
-0.289467,-0.749512
0.355266,-0.874756
0.177633,0.062622
-0.411183,-0.468689
-0.705592,-0.734344
-0.852796,-0.867172
0.073602,-0.933586
0.036801,0.033207
-0.481599,-0.483397
-0.240800,0.258302
-0.120400,0.629151
-0.060200,0.814575
0.469900,-0.092712
-0.265050,-0.546356
0.367475,-0.773178
0.183738,0.113411
0.591869,-0.443295
-0.204066,-0.721647
-0.602033,-0.860824
0.198984,-0.930412
0.099492,0.034794
-0.450254,-0.482603
