x,y
0.287709,0.262457
-0.356146,-0.368771
-0.678073,-0.684386
-0.339036,0.157807
0.330482,-0.421096
-0.334759,-0.710548
-0.167380,0.144726
-0.083690,0.572363
-0.041845,0.786181
-0.520922,-0.106909
-0.760461,-0.553455
-0.880231,-0.776727
-0.440115,0.111636
0.279942,-0.444182
0.139971,0.277909
0.069986,0.638955
0.034993,0.819477
0.017496,0.909739
0.008748,0.954869
0.004374,0.977435
0.002187,0.988717
0.001094,0.994359
0.500547,-0.002821
0.750273,-0.501410
-0.124863,-0.750705
-0.562432,-0.875353
-0.781216,-0.937676
0.109392,-0.968838
0.054696,0.015581
0.027348,0.507790
0.513674,-0.246105
0.756837,-0.623052
-0.121581,-0.811526
-0.560791,-0.905763
-0.280395,0.047118
-0.640198,-0.476441
0.179901,-0.738220
-0.410049,-0.869110
0.294975,-0.934555
0.147488,0.032722
0.573744,-0.483639
0.786872,-0.741819
-0.106564,-0.870910
-0.053282,0.064545
-0.526641,-0.467727
-0.763321,-0.733864
0.118340,-0.866932
0.559170,-0.933466
0.779585,-0.966733
0.889792,-0.983366
0.944896,-0.991683
-0.027552,-0.995842
-0.513776,-0.997921
-0.756888,-0.998960
0.121556,-0.999480
-0.439222,-0.999740
0.280389,-0.999870
0.140195,0.000065
0.570097,-0.499968
0.285049,0.250016
0.642524,-0.374992
0.821262,-0.687496
0.410631,0.156252
0.205316,0.578126
0.602658,-0.210937
0.301329,0.394532
0.150664,0.697266
0.075332,0.848633
0.537666,-0.075684
0.268833,0.462158
0.134417,0.731079
0.067208,0.865540
0.033604,0.932770
0.016802,0.966385
0.508401,-0.016808
0.254201,0.491596
0.627100,-0.254202
0.313550,0.372899
-0.343225,-0.313550
0.328388,-0.656775
0.164194,0.171612
-0.417903,-0.414194
0.291048,-0.707097
-0.354476,-0.853548
0.322762,-0.926774
0.161381,0.036613
0.580691,-0.481694
0.290345,0.259153
-0.354827,-0.370423
0.322586,-0.685212
-0.338707,-0.842606
0.330647,-0.921303
-0.334677,-0.960651
-0.667338,-0.980326
-0.833669,-0.990163
-0.416835,0.004919
-0.208417,0.502459
-0.604209,-0.248770
0.197896,-0.624385
0.598948,-0.812193
-0.200526,-0.906096
0.399737,-0.953048
0.199868,0.023476
-0.400066,-0.488262
0.299967,-0.744131
0.149984,0.127934
0.074992,0.563967
0.037496,0.781984
0.018748,0.890992
0.509374,-0.054504
0.254687,0.472748
-0.372657,-0.263626
-0.186328,0.368187
0.406836,-0.315907
0.703418,-0.657953
-0.148291,-0.828977
-0.574146,-0.914488
-0.287073,0.042756
0.356464,-0.478622
-0.321768,-0.739311
-0.160884,0.130344
0.419558,-0.434828
0.209779,0.282586
0.604889,-0.358707
0.802445,-0.679353
-0.098778,-0.839677
0.450611,-0.919838
-0.274694,-0.959919
-0.637347,-0.979960
-0.318674,0.010020
0.340663,-0.494990
0.670332,-0.747495
0.335166,0.126253
0.167583,0.563126
-0.416209,-0.218437
-0.208104,0.390782
-0.604052,-0.304609
0.197974,-0.652305
0.098987,0.173848
0.549493,-0.413076
0.274747,0.293462
0.637373,-0.353269
0.318687,0.323365
0.159343,0.661683
-0.420328,-0.169159
-0.710164,-0.584579
-0.355082,0.207710
-0.677541,-0.396145
-0.338771,0.301928
-0.669385,-0.349036
-0.834693,-0.674518
0.082654,-0.837259
0.541327,-0.918630
0.770663,-0.959315
0.385332,0.020343
-0.307334,-0.489829
-0.153667,0.255086
0.423166,-0.372457
-0.288417,-0.686229
0.355792,-0.843114
0.177896,0.078443
0.588948,-0.460779
0.294474,0.269611
0.147237,0.634805
-0.426382,-0.182597
-0.213191,0.408701
-0.606595,-0.295649
-0.303298,0.352175
-0.651649,-0.323912
0.174176,-0.661956
0.587088,-0.830978
0.293544,0.084511
0.646772,-0.457745
0.323386,0.271128
0.161693,0.635564
0.080846,0.817782
-0.459577,-0.091109
-0.729788,-0.545555
-0.364894,0.227223
-0.682447,-0.386389
0.158776,-0.693194
-0.420612,-0.846597
-0.210306,0.076701
-0.105153,0.538351
-0.052576,0.769175
-0.026288,0.884588
-0.013144,0.942294
0.493428,-0.028853
0.746714,-0.514427
0.873357,-0.757213
0.936678,-0.878607
0.968339,-0.939303
0.484170,0.030348
0.742085,-0.484826
0.871042,-0.742413
-0.064479,-0.871206
0.467761,-0.935603
-0.266120,-0.967802
-0.133060,0.016099
-0.566530,-0.491950
-0.783265,-0.745975
0.108368,-0.872988
-0.445816,-0.936494
0.277092,-0.968247
0.638546,-0.984123
0.319273,0.007938
-0.340364,-0.496031
0.329818,-0.748015
0.164909,0.125992
-0.417545,-0.437004
0.291227,-0.718502
-0.354386,-0.859251
-0.677193,-0.929625
0.161403,-0.964813
0.080702,0.017594
0.540351,-0.491203
0.770175,-0.745602
0.885088,-0.872801
-0.057456,-0.936400
-0.528728,-0.968200
-0.264364,0.015900
-0.632182,-0.492050
0.183909,-0.746025
0.591954,-0.873013
-0.204023,-0.936506
0.397989,-0.968253
0.698994,-0.984127
0.849497,-0.992063
0.424749,0.003968
0.212374,0.501984
0.106187,0.750992
-0.446906,-0.124504
-0.223453,0.437748
0.388273,-0.281126
0.694137,-0.640563
0.847068,-0.820281
0.423534,0.089859
0.711767,-0.455070
0.855884,-0.727535
-0.072058,-0.863768
-0.536029,-0.931884
-0.768015,-0.965942
-0.884007,-0.982971
-0.442004,0.008515
-0.721002,-0.495743
-0.860501,-0.747871
-0.430250,0.126064
-0.215125,0.563032
0.392437,-0.218484
0.196219,0.390758
0.098109,0.695379
0.049055,0.847690
-0.475473,-0.076155
0.262264,-0.538078
0.631132,-0.769039
0.815566,-0.884519
0.907783,-0.942260
0.453891,0.028870
0.226946,0.514435
0.113473,0.757218
0.556736,-0.121391
0.278368,0.439304
-0.360816,-0.280348
0.319592,-0.640174
0.659796,-0.820087
0.329898,0.089957
0.664949,-0.455022
0.332475,0.272489
0.166237,0.636245
0.583119,-0.181878
-0.208441,-0.590939
-0.604220,-0.795469
-0.302110,0.102265
-0.651055,-0.448867
-0.825528,-0.724434
0.087236,-0.862217
-0.456382,-0.931108
-0.728191,-0.965554
-0.364095,0.017223
-0.682048,-0.491389
-0.341024,0.254306
0.329488,-0.372847
0.664744,-0.686424
0.832372,-0.843212
0.416186,0.078394
-0.291907,-0.460803
-0.645953,-0.730401
-0.822977,-0.865201
0.088512,-0.932600
0.544256,-0.966300
0.772128,-0.983150
0.386064,0.008425
0.193032,0.504212
-0.403484,-0.247894
-0.701742,-0.623947
0.149129,-0.811973
0.574564,-0.905987
0.287282,0.047007
0.143641,0.523503
-0.428179,-0.238248
0.285910,-0.619124
0.642955,-0.809562
0.321478,0.095219
0.160739,0.547609
0.080369,0.773805
0.540185,-0.113098
0.770092,-0.556549
0.885046,-0.778274
0.942523,-0.889137
-0.028738,-0.944569
0.485631,-0.972284
0.242815,0.013858
0.121408,0.506929
-0.439296,-0.246536
-0.719648,-0.623268
-0.859824,-0.811634
-0.929912,-0.905817
0.035044,-0.952908
0.017522,0.023546
-0.491239,-0.488227
-0.245620,0.255886
0.377190,-0.372057
-0.311405,-0.686028
0.344298,-0.843014
0.672149,-0.921507
0.336074,0.039246
0.668037,-0.480377
-0.165981,-0.740188
0.417009,-0.870094
0.208505,0.064953
0.104252,0.532476
0.552126,-0.233762
0.276063,0.383119
0.638032,-0.308440
-0.180984,-0.654220
0.409508,-0.827110
0.204754,0.086445
0.602377,-0.456778
0.801188,-0.728389
-0.099406,-0.864194
-0.049703,0.067903
0.475149,-0.466049
0.737574,-0.733024
0.368787,0.133488
0.184394,0.566744
0.092197,0.783372
-0.453902,-0.108314
-0.726951,-0.554157
0.136525,-0.777079
0.568262,-0.888539
0.284131,0.055730
0.642066,-0.472135
-0.178967,-0.736067
0.410516,-0.868034
-0.294742,-0.934017
0.352629,-0.967008
0.176315,0.016496
0.588157,-0.491752
0.794079,-0.745876
0.397039,0.127062
-0.301480,-0.436469
0.349260,-0.718235
0.174630,0.140883
0.087315,0.570441
-0.456343,-0.214779
0.271829,-0.607390
0.635914,-0.803695
0.317957,0.098153
-0.341021,-0.450924
-0.170511,0.274538
-0.085255,0.637269
-0.042628,0.818635
0.478686,-0.090683
0.739343,-0.545341
0.869672,-0.772671
0.934836,-0.886335
0.967418,-0.943168
-0.016291,-0.971584
-0.508146,-0.985792
-0.754073,-0.992896
0.122964,-0.996448
0.561482,-0.998224
0.780741,-0.999112
-0.109630,-0.999556
0.445185,-0.999778
0.222593,0.000111
-0.388704,-0.499944
-0.194352,0.250028
-0.597176,-0.374986
-0.798588,-0.687493
-0.899294,-0.843747
0.050353,-0.921873
0.025177,0.039063
0.512588,-0.480468
0.756294,-0.740234
0.378147,0.129883
-0.310926,-0.435059
-0.155463,0.282471
0.422268,-0.358765
0.211134,0.320618
-0.394433,-0.339691
-0.197216,0.330154
-0.598608,-0.334923
-0.299304,0.332539
-0.149652,0.666269
0.425174,-0.166865
0.712587,-0.583433
0.856293,-0.791716
0.928147,-0.895858
-0.035927,-0.947929
-0.517963,-0.973965
-0.758982,-0.986982
0.120509,-0.993491
0.560255,-0.996746
0.280127,0.001627
0.140064,0.500814
0.070032,0.750407
0.535016,-0.124797
0.767508,-0.562398
0.383754,0.218801
-0.308123,-0.390600
0.345938,-0.695300
-0.327031,-0.847650
-0.663515,-0.923825
-0.831758,-0.961912
-0.415879,0.019044
-0.207939,0.509522
-0.103970,0.754761
-0.551985,-0.122620
0.224008,-0.561310
0.112004,0.219345
0.056002,0.609673
-0.471999,-0.195164
0.264000,-0.597582
-0.368000,-0.798791
0.316000,-0.899395
0.658000,-0.949698
0.829000,-0.974849
0.914500,-0.987424
0.457250,0.006288
0.728625,-0.496856
0.364313,0.251572
-0.317844,-0.374214
-0.158922,0.312893
-0.579461,-0.343554
-0.289730,0.328223
-0.144865,0.664112
-0.072433,0.832056
-0.536216,-0.083972
-0.768108,-0.541986
-0.384054,0.229007
0.307973,-0.385497
0.653986,-0.692748
0.326993,0.153626
0.663497,-0.423187
-0.168252,-0.711594
-0.584126,-0.855797
-0.792063,-0.927898
-0.396031,0.036051
-0.198016,0.518025
-0.599008,-0.240987
-0.299504,0.379506
-0.149752,0.689753
-0.074876,0.844877
-0.037438,0.922438
-0.018719,0.961219
-0.509359,-0.019390
-0.754680,-0.509695
-0.877340,-0.754848
-0.938670,-0.877424
-0.969335,-0.938712
-0.484667,0.030644
-0.742334,-0.484678
0.128833,-0.742339
0.564417,-0.871169
0.782208,-0.935585
0.391104,0.032208
-0.304448,-0.483896
-0.152224,0.258052
-0.576112,-0.370974
-0.288056,0.314513
0.355972,-0.342744
0.677986,-0.671372
-0.161007,-0.835686
-0.080503,0.082157
-0.540252,-0.458921
0.229874,-0.729461
0.614937,-0.864730
0.807469,-0.932365
0.903734,-0.966183
0.951867,-0.983091
-0.024066,-0.991546
-0.012033,0.004227
-0.006017,0.502114
0.496992,-0.248943
0.748496,-0.624472
-0.125752,-0.812236
-0.062876,0.093882
0.468562,-0.453059
0.234281,0.273471
0.617140,-0.363265
0.308570,0.318368
0.154285,0.659184
0.077143,0.829592
0.038571,0.914796
0.019286,0.957398
0.009643,0.978699
0.504821,-0.010651
0.752411,-0.505325
0.876205,-0.752663
0.438103,0.123669
0.219051,0.561834
0.109526,0.780917
0.054763,0.890459
0.027381,0.945229
-0.486309,-0.027385
-0.743155,-0.513693
0.128423,-0.756846
0.564211,-0.878423
0.282106,0.060788
0.141053,0.530394
0.570526,-0.234803
0.785263,-0.617401
0.392632,0.191299
-0.303684,-0.404350
-0.651842,-0.702175
-0.325921,0.148912
-0.162961,0.574456
-0.081480,0.787228
0.459260,-0.106386
0.229630,0.446807
0.614815,-0.276596
0.307407,0.361702
0.153704,0.680851
-0.423148,-0.159575
-0.711574,-0.579787
-0.355787,0.210106
-0.677894,-0.394947
0.161053,-0.697473
-0.419473,-0.848737
-0.709737,-0.924368
0.145132,-0.962184
-0.427434,-0.981092
-0.713717,-0.990546
-0.356859,0.004727
-0.678429,-0.497637
-0.339215,0.251182
0.330393,-0.374409
-0.334804,-0.687205
-0.167402,0.156398
0.416299,-0.421801
0.708150,-0.710901
0.854075,-0.855450
-0.072963,-0.927725
-0.036481,0.036137
-0.518241,-0.481931
-0.759120,-0.740966
-0.879560,-0.870483
-0.439780,0.064759
-0.219890,0.532379
-0.609945,-0.233810
-0.804973,-0.616905
-0.902486,-0.808453
-0.451243,0.095774
-0.725622,-0.452113
-0.862811,-0.726057
-0.931405,-0.863028
-0.465703,0.068486
-0.732851,-0.465757
0.133574,-0.732879
0.566787,-0.866439
-0.216606,-0.933220
-0.608303,-0.966610
-0.304152,0.016695
-0.652076,-0.491652
-0.826038,-0.745826
-0.413019,0.127087
0.293491,-0.436457
-0.353255,-0.718228
-0.176627,0.140886
0.411686,-0.429557
0.705843,-0.714779
-0.147078,-0.857389
-0.073539,0.071305
0.463230,-0.464347
0.231615,0.267826
0.115808,0.633913
0.557904,-0.183043
0.278952,0.408478
0.639476,-0.295761
-0.180262,-0.647880
0.409869,-0.823940
0.204934,0.088030
0.602467,-0.455985
-0.198766,-0.727993
-0.099383,0.136004
-0.049692,0.568002
-0.524846,-0.215999
0.237577,-0.608000
0.618789,-0.804000
-0.190606,-0.902000
0.404697,-0.951000
-0.297651,-0.975500
0.351174,-0.987750
0.675587,-0.993875
0.337794,0.003063
0.168897,0.501531
0.584448,-0.249234
-0.207776,-0.624617
0.396112,-0.812309
-0.301944,-0.906154
-0.150972,0.046923
-0.075486,0.523461
-0.037743,0.761731
-0.518871,-0.119135
-0.759436,-0.559567
-0.879718,-0.779784
-0.439859,0.110108
-0.719929,-0.444946
0.140035,-0.722473
0.570018,-0.861236
0.785009,-0.930618
0.392504,0.034691
0.696252,-0.482655
0.848126,-0.741327
0.924063,-0.870664
0.962032,-0.935332
0.981016,-0.967666
0.490508,0.016167
0.245254,0.508084
-0.377373,-0.245958
-0.188687,0.377021
0.405657,-0.311490
-0.297172,-0.655745
-0.648586,-0.827872
-0.324293,0.086064
0.337854,-0.456968
0.168927,0.271516
-0.415537,-0.364242
-0.207768,0.317879
0.396116,-0.341061
-0.301942,-0.670530
0.349029,-0.835265
0.174514,0.082367
0.587257,-0.458816
0.793629,-0.729408
0.396814,0.135296
0.198407,0.567648
0.599204,-0.216176
0.299602,0.391912
-0.350199,-0.304044
-0.175100,0.347978
-0.587550,-0.326011
-0.793775,-0.663006
-0.896887,-0.831503
-0.448444,0.084249
0.275778,-0.457876
0.137889,0.271062
0.568945,-0.364469
0.784472,-0.682234
-0.107764,-0.841117
0.446118,-0.920559
-0.276941,-0.960279
-0.138470,0.019860
0.430765,-0.490070
0.715382,-0.745035
-0.142309,-0.872517
-0.571154,-0.936259
-0.785577,-0.968129
-0.392789,0.015935
0.303606,-0.492032
0.651803,-0.746016
0.825901,-0.873008
-0.087049,-0.936504
-0.543525,-0.968252
-0.271762,0.015874
-0.635881,-0.492063
0.182059,-0.746032
0.591030,-0.873016
-0.204485,-0.936508
0.397757,-0.968254
-0.301121,-0.984127
-0.650561,-0.992063
0.174720,-0.996032
0.587360,-0.998016
0.293680,0.000992
0.646840,-0.499504
0.823420,-0.749752
0.911710,-0.874876
0.955855,-0.937438
0.477927,0.031281
-0.261036,-0.484359
-0.630518,-0.742180
-0.315259,0.128910
0.342370,-0.435545
-0.328815,-0.717772
-0.164407,0.141114
-0.582204,-0.429443
0.208898,-0.714722
0.604449,-0.857361
-0.197775,-0.928680
0.401112,-0.964340
-0.299444,-0.982170
-0.649722,-0.991085
0.175139,-0.995543
0.587570,-0.997771
0.293785,0.001114
0.146892,0.500557
0.573446,-0.249721
0.786723,-0.624861
0.393362,0.187570
-0.303319,-0.406215
-0.651660,-0.703108
0.174170,-0.851554
0.087085,0.074223
0.043543,0.537112
0.021771,0.768556
-0.489114,-0.115722
0.255443,-0.557861
0.627721,-0.778931
0.813861,-0.889465
-0.093070,-0.944733
-0.046535,0.027634
0.476733,-0.486183
-0.261634,-0.743092
-0.130817,0.128454
-0.065408,0.564227
0.467296,-0.217886
0.733648,-0.608943
-0.133176,-0.804472
-0.066588,0.097764
-0.033294,0.548882
-0.516647,-0.225559
-0.758324,-0.612779
-0.879162,-0.806390
0.060419,-0.903195
0.530210,-0.951597
0.765105,-0.975799
0.882552,-0.987899
0.941276,-0.993950
-0.029362,-0.996975
-0.514681,-0.998487
0.242660,-0.999244
-0.378670,-0.999622
-0.189335,0.000189
-0.594668,-0.499905
-0.297334,0.250047
-0.148667,0.625024
0.425667,-0.187488
0.712833,-0.593744
0.356417,0.203128
-0.321792,-0.398436
-0.660896,-0.699218
-0.330448,0.150391
-0.665224,-0.424805
-0.832612,-0.712402
-0.416306,0.143799
0.291847,-0.428101
-0.354076,-0.714050
-0.177038,0.142975
-0.588519,-0.428513
0.205740,-0.714256
-0.397130,-0.857128
-0.198565,0.071436
-0.599282,-0.464282
0.200359,-0.732141
-0.399821,-0.866071
-0.199910,0.066965
-0.599955,-0.466518
-0.799978,-0.733259
-0.899989,-0.866629
0.050006,-0.933315
0.025003,0.033343
-0.487499,-0.483329
-0.243749,0.258336
-0.621875,-0.370832
-0.310937,0.314584
-0.155469,0.657292
-0.577734,-0.171354
0.211133,-0.585677
0.605566,-0.792839
-0.197217,-0.896419
-0.598608,-0.948210
0.200696,-0.974105
0.100348,0.012948
-0.449826,-0.493526
-0.724913,-0.746763
-0.862457,-0.873382
-0.931228,-0.936691
0.034386,-0.968345
0.517193,-0.984173
0.258596,0.007914
-0.370702,-0.496043
-0.185351,0.251978
-0.092675,0.625989
0.453662,-0.187005
0.226831,0.406497
0.113416,0.703249
0.556708,-0.148376
-0.221646,-0.574188
0.389177,-0.787094
0.694588,-0.893547
0.847294,-0.946773
0.923647,-0.973387
-0.038176,-0.986693
-0.019088,0.006653
0.490456,-0.496673
0.245228,0.251663
-0.377386,-0.374168
-0.188693,0.312916
-0.094347,0.656458
0.452827,-0.171771
0.726413,-0.585886
0.863207,-0.792943
-0.068397,-0.896471
-0.534198,-0.948236
-0.267099,0.025882
0.366450,-0.487059
-0.316775,-0.743529
0.341613,-0.871765
-0.329194,-0.935882
0.335403,-0.967941
0.167702,0.016029
-0.416149,-0.491985
-0.708075,-0.745993
-0.854037,-0.872996
0.072981,-0.936498
0.036491,0.031751
-0.481755,-0.484125
-0.240877,0.257938
0.379561,-0.371031
0.189781,0.314484
0.094890,0.657242
0.047445,0.828621
0.023723,0.914311
-0.488139,-0.042845
0.255931,-0.521422
0.627965,-0.760711
-0.186017,-0.880356
-0.093009,0.059822
0.453496,-0.470089
-0.273252,-0.735044
-0.636626,-0.867522
-0.318313,0.066239
-0.659157,-0.466881
-0.329578,0.266560
-0.664789,-0.366720
-0.332395,0.316640
-0.166197,0.658320
0.416901,-0.170840
0.708451,-0.585420
-0.145775,-0.792710
-0.572887,-0.896355
-0.786444,-0.948178
-0.393222,0.025911
-0.696611,-0.487044
-0.848305,-0.743522
-0.924153,-0.871761
-0.962076,-0.935881
-0.481038,0.032060
-0.740519,-0.483970
-0.870260,-0.741985
0.064870,-0.870993
0.532435,-0.935496
0.766218,-0.967748
0.883109,-0.983874
0.941554,-0.991937
0.470777,0.004031
-0.264611,-0.497984
-0.632306,-0.748992
0.183847,-0.874496
0.091924,0.062752
-0.454038,-0.468624
-0.227019,0.265688
-0.613510,-0.367156
0.193245,-0.683578
0.096623,0.158211
-0.451689,-0.420895
0.274156,-0.710447
-0.362922,-0.855224
0.318539,-0.927612
0.659269,-0.963806
0.329635,0.018097
0.164817,0.509049
0.582409,-0.245476
0.291204,0.377262
0.645602,-0.311369
0.822801,-0.655684
0.411401,0.172158
0.205700,0.586079
0.102850,0.793039
0.551425,-0.103480
0.275713,0.448260
-0.362144,-0.275870
-0.181072,0.362065
0.409464,-0.318968
0.704732,-0.659484
0.852366,-0.829742
0.426183,0.085129
-0.286908,-0.457435
0.356546,-0.728718
-0.321727,-0.864359
0.339136,-0.932179
0.669568,-0.966090
0.834784,-0.983045
0.417392,0.008478
0.708696,-0.495761
-0.145652,-0.747881
-0.072826,0.126060
-0.536413,-0.436970
-0.268206,0.281515
-0.134103,0.640757
0.432948,-0.179621
0.216474,0.410189
0.608237,-0.294905
-0.195881,-0.647453
-0.097941,0.176274
-0.548970,-0.411863
0.225515,-0.705932
-0.387243,-0.852966
-0.693621,-0.926483
-0.346811,0.036759
-0.673405,-0.481621
-0.336703,0.259190
0.331649,-0.370405
-0.334176,-0.685203
0.332912,-0.842601
0.166456,0.078699
-0.416772,-0.460650
0.291614,-0.730325
0.645807,-0.865163
0.322904,0.067419
0.161452,0.533709
-0.419274,-0.233145
-0.709637,-0.616573
0.145181,-0.808286
-0.427409,-0.904143
-0.713705,-0.952072
-0.356852,0.023964
-0.678426,-0.488018
-0.339213,0.255991
-0.169607,0.627996
-0.584803,-0.186002
0.207598,-0.593001
0.603799,-0.796501
0.301900,0.101750
-0.349050,-0.449125
-0.674525,-0.724563
0.162737,-0.862281
0.581369,-0.931141
-0.209316,-0.965570
-0.604658,-0.982785
-0.302329,0.008607
-0.151164,0.504304
-0.075582,0.752152
-0.037791,0.876076
0.481104,-0.061962
-0.259448,-0.530981
-0.129724,0.234509
-0.064862,0.617255
-0.532431,-0.191373
-0.766215,-0.595686
-0.383108,0.202157
0.308446,-0.398922
0.654223,-0.699461
0.827112,-0.849730
-0.086444,-0.924865
0.456778,-0.962433
0.728389,-0.981216
-0.135806,-0.990608
-0.067903,0.004696
0.466049,-0.497652
-0.266976,-0.748826
0.366512,-0.874413
0.183256,0.062793
0.591628,-0.468603
-0.204186,-0.734302
0.397907,-0.867151
0.698954,-0.933575
-0.150523,-0.966788
0.424738,-0.983394
-0.287631,-0.991697
0.356185,-0.995848
0.178092,0.002076
-0.410954,-0.498962
-0.705477,-0.749481
0.147262,-0.874741
0.573631,-0.937370
0.286815,0.031315
0.143408,0.515657
0.571704,-0.242171
0.785852,-0.621086
-0.107074,-0.810543
0.446463,-0.905271
0.223231,0.047364
-0.388384,-0.476318
-0.194192,0.261841
-0.597096,-0.369079
0.201452,-0.684540
0.100726,0.157730
-0.449637,-0.421135
-0.224819,0.289433
-0.612409,-0.355284
-0.306205,0.322358
0.346898,-0.338821
-0.326551,-0.669410
-0.163276,0.165295
-0.081638,0.582647
-0.540819,-0.208676
0.229591,-0.604338
0.614795,-0.802169
-0.192602,-0.901085
-0.596301,-0.950542
-0.298151,0.024729
-0.649075,-0.487636
-0.824538,-0.743818
-0.412269,0.128091
-0.706134,-0.435954
0.146933,-0.717977
0.073466,0.141011
0.536733,-0.429494
0.768367,-0.714747
-0.115817,-0.857374
0.442092,-0.928687
0.221046,0.035657
0.610523,-0.482172
-0.194739,-0.741086
0.402631,-0.870543
-0.298685,-0.935271
-0.649342,-0.967636
-0.324671,0.016182
-0.162336,0.508091
0.418832,-0.245954
0.209416,0.377023
-0.395292,-0.311489
-0.697646,-0.655744
0.151177,-0.827872
-0.424411,-0.913936
-0.212206,0.043032
0.393897,-0.478484
0.196949,0.260758
-0.401526,-0.369621
-0.700763,-0.684811
0.149619,-0.842405
-0.425191,-0.921203
-0.212595,0.039399
-0.606298,-0.480301
0.196851,-0.740150
0.598426,-0.870075
0.299213,0.064962
-0.350394,-0.467519
-0.675197,-0.733759
-0.337598,0.133120
-0.668799,-0.433440
-0.334400,0.283280
-0.667200,-0.358360
-0.333600,0.320820
-0.166800,0.660410
-0.583400,-0.169795
-0.791700,-0.584897
0.104150,-0.792449
-0.447925,-0.896224
-0.723962,-0.948112
-0.361981,0.025944
-0.180991,0.512972
-0.090495,0.756486
0.454752,-0.121757
0.227376,0.439121
0.113688,0.719561
-0.443156,-0.140220
-0.221578,0.429890
-0.110789,0.714945
0.444606,-0.142527
-0.277697,-0.571264
-0.138849,0.214368
-0.069424,0.607184
-0.534712,-0.196408
-0.267356,0.401796
-0.633678,-0.299102
-0.316839,0.350449
-0.158420,0.675225
-0.579210,-0.162388
0.210395,-0.581194
0.605198,-0.790597
-0.197401,-0.895298
-0.598701,-0.947649
-0.299350,0.026175
0.350325,-0.486912
-0.324838,-0.743456
-0.162419,0.128272
-0.081209,0.564136
-0.540605,-0.217932
0.229698,-0.608966
0.614849,-0.804483
0.307424,0.097758
-0.346288,-0.451121
0.326856,-0.725560
-0.336572,-0.862780
-0.168286,0.068610
-0.584143,-0.465695
0.207929,-0.732848
0.103964,0.133576
0.551982,-0.433212
-0.224009,-0.716606
-0.112004,0.141697
0.443998,-0.429151
0.221999,0.285424
0.110999,0.642712
0.055500,0.821356
0.527750,-0.089322
-0.236125,-0.544661
-0.118063,0.227670
0.440969,-0.386165
0.220484,0.306917
-0.389758,-0.346541
-0.694879,-0.673271
-0.847439,-0.836635
0.076280,-0.918318
-0.461860,-0.959159
0.269070,-0.979579
0.634535,-0.989790
0.317268,0.005105
-0.341366,-0.497447
0.329317,-0.748724
0.164658,0.125638
0.582329,-0.437181
0.791165,-0.718590
0.395582,0.140705
0.697791,-0.429648
0.848896,-0.714824
0.424448,0.142588
0.212224,0.571294
0.106112,0.785647
0.053056,0.892824
0.526528,-0.053588
0.263264,0.473206
0.131632,0.736603
0.565816,-0.131699
0.782908,-0.565849
0.391454,0.217075
0.695727,-0.391462
0.347863,0.304269
-0.326068,-0.347866
-0.163034,0.326067
-0.581517,-0.336966
-0.290759,0.331517
-0.645379,-0.334242
0.177310,-0.667121
0.588655,-0.833560
0.294328,0.083220
0.147164,0.541610
0.573582,-0.229195
0.786791,-0.614598
